"Grant.ID","category","date","description","amount"
"2253165-2021","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of total Salaries and Wages for Program Coordinator allocated to five residents for period 7/1/2022-12/31/2022.","
  5092.38
"
"2253165-2021","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of total Benefits for Program Coordinator allocated to five residents for period 7/1/2022-12/31/2022.","
  1507.85
"
"2253165-2021","Contractual and Consultant Costs","
  2022-12-30","
  56.22% of total contractual fees paid to faculty allocated to five residents for period 7/1/2022-12/31/2022.","
  43137.26
"
"2253165-2021","Travel","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  171.19
"
"2253165-2021","Contractual and Consultant Costs","
  2022-12-30","
  56.22% of total IT expenses allocated to five residents  7/1/2022-12/31/2022.","
  8666.33
"
"2253165-2021","Licensing Fees","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  1320.6
"
"2253165-2021","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  2102.91
"
"2253165-2021","Meals","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  2766.11
"
"2253165-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  56.22% of total expenses for dues , subscriptions and professional activities  allocated to five residents for period 7/1/2022-12/31/2022. ","
  1420.3
"
"2253165-2122","Salaries, Benefits and Wages","
  2022-12-30","
  37.48% of Salaries for one resident for period 7/1/2022-12/31/2022.","
  12481
"
"2253165-2122","Salaries, Benefits and Wages","
  2022-12-30","
  37.48% of Benefits for one resident calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022.","
  3694.38
"
"2253165-2122","Salaries, Benefits and Wages","
  2022-12-30","
  37.48% of total Salaries and Wages for Program Coordinator allocated to one resident for period 7/1/2022-12/31/2022.","
  678.98
"
"2253165-2122","Salaries, Benefits and Wages","
  2022-12-30","
  37.48% of total Benefits for Program Coordinator allocated to one resident for period 7/1/2022-12/31/2022.","
  201.05
"
"2253165-2122","Contractual and Consultant Costs","
  2022-12-30","
  37.48% of total contractual fees paid to faculty allocated to one resident for period 7/1/2022-12/31/2022.","
  5751.64
"
"2253165-2122","Travel","
  2022-12-30","
  37.48% of total expenses allocated to one resident  7/1/2022-12/31/2022","
  22.83
"
"2253165-2122","Contractual and Consultant Costs","
  2022-12-30","
  37.48% of total IT expenses allocated to one resident  7/1/2022-12/31/2022.","
  1155.51
"
"2253165-2122","Licensing Fees","
  2022-12-30","
  37.48% of total expenses allocated to one resident  7/1/2022-12/31/2022.","
  176.08
"
"2253165-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  37.48% of total expenses allocated to one resident  7/1/2022-12/31/2022.","
  280.39
"
"2253165-2122","Meals","
  2022-12-30","
  37.48% of total expenses allocated to one resident  7/1/2022-12/31/2022.","
  368.82
"
"2253165-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  37.48% of total expenses for dues , subscriptions and professional activities  allocated to one resident for period 7/1/2022-12/31/2022. ","
  189.32
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of Salaries for three  residents for period 7/1/2022-12/31/2022","
  49304.16
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of Benefits for three residents calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022","
  14728.92
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of total Salaries and Wages for Program Director allocated to three residents for period 7/1/2022-12/31/2022.","
  17560.29
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% for faculty Benefits for period 7/1/2022-12/31/2022","
  5237.6
"
"2253199-1920","Contractual and Consultant Costs","
  2022-12-30","
  50.18% of total contractual fees paid to faculty allocated to three residents for period 7/1/2022-12/31/2022. ","
  13524.65
"
"2253199-1920","Travel","
  2022-12-30","
  50.18% of total expenses for period 7/1/2022-12/31/2022","
  28.5
"
"2253199-1920","Contractual and Consultant Costs","
  2022-12-30","
  50.18% of total IT expenses  allocated to three residents for period 7/1/2022-12/31/2022. ","
  5279.64
"
"2253199-1920","Licensing Fees","
  2022-12-30","
  50.18% of total expenses allocated to three residents  7/1/2022-12/31/2022.","
  606.96
"
"2253199-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  50.18% of total expenses for training and education  allocated to three residents for period 7/1/2022-12/31/2022.","
  1151.65
"
"2253199-1920","Meals","
  2022-12-30","
  50.18% of total expenses allocated to three residents  7/1/2022-12/31/2022.","
  190.68
"
"2253199-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  50.18% of total expenses for dues , subscriptions and professional activities  allocated to three residents for period 7/1/2022-12/31/2022. ","
  829.87
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of total Salaries and Wages for Program Coordinator allocated to three residents for period 7/1/2022-12/31/2022.","
  3130.22
"
"2253199-1920","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% for Program Coordinator benefits for period 7/1/2022-12/31/2022","
  926.86
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of Salaries for three  residents for period 7/1/2022-12/31/2022","
  49304.16
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of Benefits for three residents calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022","
  14728.92
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of total Salaries and Wages for Program Director allocated to three residents for period 7/1/2022-12/31/2022.","
  17560.29
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% for faculty Benefits for period 7/1/2022-12/31/2022","
  5237.6
"
"2253199-2021","Contractual and Consultant Costs","
  2022-12-30","
  50.18% of total contractual fees paid to faculty allocated to three residents for period 7/1/2022-12/31/2022. ","
  13524.65
"
"2253199-2021","Travel","
  2022-12-30","
  50.18% of total expenses for period 7/1/2022-12/31/2022","
  28.5
"
"2253199-2021","Contractual and Consultant Costs","
  2022-12-30","
  50.18% of total IT expenses  allocated to three residents for period 7/1/2022-12/31/2022. ","
  5279.64
"
"2253199-2021","Licensing Fees","
  2022-12-30","
  50.18% of total expenses allocated to three residents  7/1/2022-12/31/2022.","
  606.96
"
"2253199-2021","Educational Materials","
  2022-12-30","
  50.18% of total expenses for training and education  allocated to three residents for period 7/1/2022-12/31/2022. ","
  1151.65
"
"2253199-2021","Meals","
  2022-12-30","
  50.18% of total expenses allocated to three residents  7/1/2022-12/31/2022.","
  190.68
"
"2253199-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  50.18% of total expenses for dues , subscriptions and professional activities  allocated to three residents for period 7/1/2022-12/31/2022. ","
  829.87
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% of total Salaries and Wages for Program Coordinator allocated to three residents for period 7/1/2022-12/31/2022.","
  3130.22
"
"2253199-2021","Salaries, Benefits and Wages","
  2022-12-30","
  50.18% for Program Coordinator benefits for period 7/1/2022-12/31/2022","
  926.86
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% of Salaries for one resident for period 7/1/2022-12/31/2022","
  10956.48
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% of Benefits for one resident calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022","
  3273.12
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% of total Salaries and Wages for Program Director allocated to one resident for period 7/1/2022-12/31/2022.","
  3902.29
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% for faculty Benefits for period 7/1/20202-12/31/2022","
  1159.68
"
"2253199-2122","Contractual and Consultant Costs","
  2022-12-30","
  33.45% of total contractual fees paid to faculty allocated to one resident for period 7/1/2022-12/31/2022. ","
  3005.48
"
"2253199-2122","Travel","
  2022-12-30","
  33.45% of total expenses for period 7/1/2022-12/31/2022","
  6.33
"
"2253199-2122","Contractual and Consultant Costs","
  2022-12-30","
  33.45% of total IT expenses allocated to one resident for period 7/1/2022-12/31/2022. ","
  1173.25
"
"2253199-2122","Licensing Fees","
  2022-12-30","
  33.45% of total expenses allocated to one resident 7/1/2022-12/31/2022.","
  134.88
"
"2253199-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  33.45% of total expenses for training and education allocated to one resident for period 7/1/2022-12/31/2022. ","
  255.92
"
"2253199-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  33.45% of total expenses for dues , subscriptions and professional activities  allocated to one resident for period 7/1/2022-12/31/2022. ","
  184.42
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% of total Salaries and Wages for Program Coordinator allocated to one resident for period 7/1/2022-12/31/2022.","
  695.6
"
"2253199-2122","Salaries, Benefits and Wages","
  2022-12-30","
  33.45% for Program Coordinator benefits for period 7/1/2022-12/31/2022","
  205.97
"
"2253199-2122","Meals","
  2022-12-30","
  16.73% of total expenses allocated to one resident 7/1/2022-12/31/2022.","
  46.58
"
"2253262-1920","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of Salaries for four residents for period 7/1/2022-12/31/2022","
  84262.3
"
"2253262-1920","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of Benefits for four residents calculated as 31.3% of total salaries for period 7/1/2022-12/31/2022","
  24941.64
"
"2253262-1920","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of total Salaries and Wages for Program Coordinator allocated to four residents for period 7/1/2022-12/31/2022.","
  2853.66
"
"2253262-1920","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% Benefits for Program Coordinator allocated to four residents for period 7/1/2022-12/31/2022","
  844.68
"
"2253262-1920","Contractual and Consultant Costs","
  2022-12-30","
  62.13% of total Contractual Fees paid to faculty allocated to four residents for period 7/1/2022-12/31/2022. ","
  21685.4
"
"2253262-1920","Travel","
  2022-12-30","
  62.13% of total expenses allocated to four residents  7/1/2022-12/31/2022.","
  322.05
"
"2253262-1920","Contractual and Consultant Costs","
  2022-12-30","
  62.13% of total IT expenses allocated to four residents  7/1/2022-12/31/2022.","
  6894.74
"
"2253262-1920","Licensing Fees","
  2022-12-30","
  62.13% of total expenses allocated to four residents  7/1/2022-12/31/2022.","
  941.08
"
"2253262-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  62.13% of total expenses allocated to four residents  7/1/2022-12/31/2022.","
  1756.28
"
"2253262-1920","Meals","
  2022-12-30","
  62.13% of total expenses allocated to four residents  7/1/2022-12/31/2022.","
  2416.12
"
"2253262-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  62.13% of total expenses for dues, subscriptions and professional activities  allocated to four residents for period 7/1/2022-12/31/2022. ","
  1853.34
"
"2253262-1920","Faculty Development","
  2022-12-30","
  62.13% of total expenses allocated to four residents  7/1/2022-12/31/2022.","
  1228.71
"
"2253262-2021","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of Salaries for three residents for period 7/1/2022-12/31/2022","
  63196.72
"
"2253262-2021","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of Benefits for three residents residents calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022","
  18706.23
"
"2253262-2021","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% of total Salaries and Wages for Program Coordinator allocated to three residents for period 7/1/2022-12/31/2022.","
  2140.24
"
"2253262-2021","Salaries, Benefits and Wages","
  2022-12-30","
  62.13% Benefits for Program Coordinator allocated to three residents for period 7/1/2022-12/31/2022","
  633.51
"
"2253262-2021","Contractual and Consultant Costs","
  2022-12-30","
  62.13% of total Contractual Fees paid to faculty allocated to three residents for period 7/1/2022-12/31/2022. ","
  16264.05
"
"2253262-2021","Travel","
  2022-12-30","
  62.13% of total expenses allocated to three residents  7/1/2022-12/31/2022.","
  241.54
"
"2253262-2021","Contractual and Consultant Costs","
  2022-12-30","
  62.13% of total IT expenses allocated to three residents  7/1/2022-12/31/2022.","
  5171.05
"
